numeric_columns,temperature1,temperature2,temperature3,tds,temperature_target,tds_target
,25.81,23.5,26.37,618.25,30,800
,25.81,23.5,26.31,620.12,30,800
,25.81,23.5,26.37,619.5,30,800
,25.81,23.5,26.31,619.57,30,800
,25.81,23.5,26.37,618.56,30,800
,25.75,23.5,26.37,619.46,30,800
,25.75,23.5,26.37,617.69,30,800
,25.81,23.5,26.37,618.08,30,800
,25.81,23.5,26.37,618.87,30,800
,25.75,23.5,26.31,619.36,30,800
,25.81,23.5,26.31,619.18,30,800
,25.75,23.5,26.31,618.87,30,800
,25.81,23.5,26.31,619.39,30,800
,25.81,23.5,26.31,618.01,30,800
,25.75,23.5,26.31,619.25,30,800
,25.75,23.5,26.31,618.46,30,800
,25.81,23.5,26.31,618.46,30,800
,26,23.5,26.31,618.56,30,800
,26.56,23.5,26.31,619.18,30,800
,26.87,23.5,26.31,618.98,30,800
,27.13,23.25,26.31,618.04,30,800
,27.25,23.5,26.31,618.53,30,800
,27.31,23.25,26.31,619.91,30,800
,27.44,23.25,26.37,618.77,30,800
,27.5,23.25,26.31,620.54,30,800
,27.5,23.25,26.37,618.84,30,800
,27.56,23.25,26.37,618.11,30,800
,27.56,23.25,26.37,619.7,30,800
,27.5,23.5,26.37,620.36,30,800
,27.5,23.5,26.44,620.85,30,800
,27.56,23.25,26.37,621.05,30,800
,27.56,23.5,26.44,621.3,30,800
,27.62,23.5,26.44,620.71,30,800
,27.56,23.5,26.44,621.09,30,800
,27.56,23.5,26.5,620.5,30,800
,27.56,23.5,26.5,621.3,30,800
,27.56,23.5,26.5,620.71,30,800
,27.56,23.5,26.5,621.16,30,800
,27.56,23.5,26.5,621.23,30,800
,27.62,23.5,26.5,621.37,30,800
,27.56,23.5,26.5,642.57,30,800
,27.56,23.5,26.5,641.36,30,800
,27.56,23.5,26.5,641.04,30,800
,27.56,23.5,26.56,641.88,30,800
,27.62,23.5,26.56,641.91,30,800
,27.56,23.5,26.56,642.01,30,800
,27.62,23.5,26.56,642.67,30,800
,27.62,23.5,26.56,642.4,30,800
,27.56,23.5,26.62,642.5,30,800
,27.56,23.5,26.62,643.12,30,800
,27.56,23.5,26.56,642.74,30,800
,27.56,23.5,26.62,642.88,30,800
,27.62,23.5,26.62,642.33,30,800
,27.56,23.5,26.62,642.43,30,800
,27.62,23.5,26.62,642.22,30,800
,27.62,23.5,26.69,642.36,30,800
,27.62,23.5,26.69,643.09,30,800
,27.62,23.5,26.69,642.92,30,800
,27.62,23.5,26.69,642.88,30,800
,27.62,23.5,26.69,642.29,30,800
,27.62,23.5,26.69,643.09,30,800
,27.62,23.5,26.69,641.63,30,800
,27.62,23.5,26.69,643.23,30,800
,27.56,23.5,26.75,643.64,30,800
,27.25,23.5,26.69,641.95,30,800
,26.75,23.5,26.75,644.58,30,800
,26.5,23.5,26.69,643.57,30,800
,26.31,23.5,26.69,643.02,30,800
,26.19,23.5,26.69,643.5,30,800
,26.06,23.5,26.69,643.09,30,800
,26,23.5,26.69,641.56,30,800
,26,23.5,26.62,642.95,30,800
,25.94,23.5,26.62,642.74,30,800
,25.94,23.5,26.62,642.78,30,800
,25.94,23.5,26.62,642.57,30,800
,25.88,23.5,26.62,642.43,30,800
,25.94,23.5,26.56,642.19,30,800
,25.88,23.5,26.56,642.78,30,800
,25.88,23.5,26.62,640.66,30,800
,25.88,23.5,26.56,641.88,30,800
,25.88,23.5,26.56,641.53,30,800
,25.88,23.5,26.62,639.59,30,800
,25.88,23.5,26.56,642.08,30,800
,25.88,23.5,26.56,641.25,30,800
,25.88,23.5,26.56,641.67,30,800
,25.88,23.5,26.5,639.45,30,800
,25.88,23.5,26.56,639.62,30,800
,25.81,23.5,26.5,639.24,30,800
,25.88,23.5,26.5,640.63,30,800
,25.81,23.5,26.44,641.15,30,800
,25.81,23.5,26.5,640.77,30,800
,25.88,23.5,26.44,639.8,30,800
,25.88,23.5,26.44,640.94,30,800
,25.88,23.5,26.44,640.8,30,800
,25.81,23.5,26.44,639.69,30,800
,25.88,23.75,26.44,639.24,30,800
,25.88,23.5,26.44,640.59,30,800
,25.88,23.5,26.44,638.55,30,800
,25.88,23.5,26.44,639.21,30,800
,25.81,23.5,26.44,639.94,30,800
,25.81,23.5,26.37,639.83,30,800
,25.81,23.5,26.37,639.62,30,800
,25.81,23.5,26.37,639.07,30,800
,25.81,23.5,26.37,638.69,30,800
,25.81,23.5,26.44,639.14,30,800
,25.81,23.5,26.37,639.17,30,800
,25.81,23.5,26.37,638.86,30,800
,25.81,23.5,26.37,638.93,30,800
,25.81,23.5,26.37,639.49,30,800
,25.81,23.5,26.37,639,30,800
,25.81,23.5,26.37,638.79,30,800
,25.75,23.5,26.37,638.69,30,800
,25.75,23.5,26.31,638.58,30,800
,25.75,23.5,26.37,638.9,30,800
,25.75,23.5,26.31,638.27,30,800
,25.75,23.5,26.31,638.65,30,800
,25.75,23.5,26.31,638.45,30,800
,25.75,23.5,26.31,638.41,30,800
,25.75,23.5,26.31,638.17,30,800
,25.75,23.5,26.31,637.96,30,800
,25.75,23.5,26.25,637.93,30,800
,25.75,23.5,26.31,637.96,30,800
,25.75,23.5,26.25,637.89,30,800
,25.75,23.5,26.31,637.82,30,800
,25.75,23.5,26.25,638.48,30,800
,25.75,23.5,26.25,637.68,30,800
,25.75,23.5,26.25,637.86,30,800
,25.75,23.5,26.25,638.17,30,800
,25.75,23.5,26.25,637.61,30,800
,25.75,23.5,26.25,636.85,30,800
,25.75,23.5,26.25,637.75,30,800
,25.75,23.5,26.25,637.79,30,800
,25.75,23.5,26.19,636.71,30,800
,25.75,23.5,26.25,637.3,30,800
,25.75,23.5,26.25,636.92,30,800
,25.75,23.5,26.19,636.92,30,800
,25.75,23.5,26.19,637.58,30,800
,25.75,23.5,26.19,637.2,30,800
,25.75,23.5,26.19,637.34,30,800
,25.69,23.5,26.19,636.68,30,800
,25.69,23.5,26.19,637.16,30,800
,25.69,23.5,26.19,636.68,30,800
,25.69,23.5,26.19,637.16,30,800
,25.69,23.5,26.19,637.27,30,800
,25.69,23.5,26.19,637.2,30,800
,25.69,23.5,26.19,636.78,30,800
,25.69,23.5,26.19,637.55,30,800
,25.69,23.5,26.19,637.06,30,800
,25.69,23.5,26.12,637.16,30,800
,25.69,23.25,26.19,636.51,30,800
,25.69,23.5,26.19,636.58,30,800
,25.69,23.5,26.12,636.99,30,800
,25.69,23.25,26.12,636.61,30,800
,25.69,23.5,26.12,636.78,30,800
,25.62,23.5,26.12,633.73,30,800
,25.69,23.25,26.12,636.4,30,800
,25.62,23.25,26.12,635.74,30,800
,25.62,23.25,26.12,636.3,30,800
,25.62,23.25,26.06,635.81,30,800
,25.62,23.25,26.12,636.16,30,800
,25.62,23.25,26.12,635.33,30,800
,25.62,23.25,26.06,635.19,30,800
,25.69,23.25,26.06,635.64,30,800
,26.25,23.25,26.06,635.74,30,800
,26.69,23.25,26.12,636.23,30,800
,27,23.25,26.12,636.58,30,800
,27.13,23.25,26.12,635.5,30,800
,27.25,23.25,26.12,636.64,30,800
,27.31,23.25,26.12,636.89,30,800
,27.37,23.25,26.19,637.16,30,800
,27.37,23.25,26.19,637.68,30,800
,27.44,23.25,26.19,637.44,30,800
,27.37,23.25,26.19,637.34,30,800
,27.44,23.25,26.19,637.75,30,800
,27.44,23.25,26.19,637.72,30,800
,27.44,23.25,26.25,637.16,30,800
,27.44,23.25,26.25,638.13,30,800
,27.44,23.5,26.25,637.51,30,800
,27.44,23.5,26.25,638.2,30,800
,27.44,23.5,26.25,637.41,30,800
,27.44,23.5,26.25,638.27,30,800
,27.44,23.5,26.31,637.89,30,800
,27.44,23.5,26.31,638.45,30,800
,27.44,23.5,26.31,638.31,30,800
,27.44,23.5,26.31,638.13,30,800
,27.44,23.5,26.31,638.9,30,800
,27.5,23.5,26.31,638.62,30,800
,27.44,23.5,26.31,638.76,30,800
,27.44,23.5,26.31,638.79,30,800
,27.44,23.5,26.37,639.21,30,800
,27.44,23.5,26.31,639.17,30,800
,27.37,23.5,26.37,639.83,30,800
,27.44,23.5,26.37,639.62,30,800
,27.37,23.5,26.37,639.76,30,800
,27.37,23.5,26.37,638.34,30,800
,27.44,23.5,26.44,639.17,30,800
,27.44,23.5,26.37,639.62,30,800
,27.44,23.5,26.44,640.63,30,800
,27.44,23.5,26.44,638.55,30,800
,27.44,23.5,26.44,640.32,30,800
,27.44,23.5,26.44,640.18,30,800
,27.56,23.5,26.44,640.66,30,800
,27.5,23.5,26.44,641.25,30,800
,27.5,23.5,26.5,641.22,30,800
,27.5,23.75,26.5,640.42,30,800
,27.5,23.75,26.5,641.67,30,800
,27.5,23.75,26.5,642.08,30,800
,27.5,23.75,26.5,641.6,30,800
,27.5,23.5,26.5,641.67,30,800
,27.5,23.75,26.5,642.15,30,800
,27.5,23.75,26.56,641.18,30,800
,27.5,23.5,26.5,641.46,30,800
,27.56,23.5,26.56,641.43,30,800
,27.56,23.5,26.56,642.22,30,800
,27.56,23.5,26.56,641.63,30,800
,27.56,23.5,26.56,642.08,30,800
,27.56,23.75,26.56,642.12,30,800
,27.56,23.5,26.62,641.49,30,800
,27.5,23.75,26.56,642.81,30,800
,27.5,23.5,26.62,642.71,30,800
,27.5,23.75,26.62,643.09,30,800
,27.56,23.75,26.62,641.98,30,800
,27.56,23.75,26.62,642.92,30,800
,27.5,23.75,26.62,643.12,30,800
,27.56,23.75,26.62,642.78,30,800
,27.56,23.75,26.69,643.05,30,800
,27.56,23.75,26.62,643.4,30,800
,27.5,23.75,26.62,643.78,30,800
,27.56,23.75,26.69,642.95,30,800
,27.5,23.75,26.69,644.54,30,800
,27.56,23.5,26.69,643.54,30,800
,27.56,23.75,26.69,644.92,30,800
,27.56,23.5,26.69,644.13,30,800
,27.62,23.75,26.69,644.4,30,800
,27.62,23.75,26.75,644.23,30,800
,27.62,23.75,26.75,644.37,30,800
,27.62,23.75,26.75,643.54,30,800
,27.62,23.75,26.75,644.44,30,800
,27.69,23.75,26.75,644.44,30,800
,27.37,23.5,26.75,645.55,30,800
,26.87,23.5,26.75,644.65,30,800
,26.5,23.5,26.75,645.1,30,800
,26.31,23.5,26.75,642.78,30,800
,26.12,23.5,26.75,643.75,30,800
,26.06,23.5,26.69,643.68,30,800
,26,23.5,26.69,644.09,30,800
,25.94,23.5,26.69,643.85,30,800
,25.94,23.5,26.69,642.78,30,800
,25.94,23.5,26.69,643.09,30,800
,25.94,23.5,26.62,644.2,30,800
,25.94,23.5,26.62,643.47,30,800
,25.88,23.5,26.62,643.85,30,800
,25.88,23.5,26.62,643.57,30,800
,25.88,23.5,26.62,641.6,30,800
,25.88,23.5,26.62,643.5,30,800
,25.88,23.5,26.62,642.78,30,800
,25.88,23.5,26.62,642.67,30,800
,25.88,23.5,26.62,642.78,30,800
,25.88,23.5,26.56,643.12,30,800
,25.81,23.5,26.56,642.26,30,800
,25.81,23.5,26.56,642.78,30,800
,25.88,23.5,26.56,643.09,30,800
,25.81,23.5,26.56,642.01,30,800
,25.81,23.5,26.56,641.91,30,800
,25.81,23.5,26.56,641.74,30,800
,25.81,23.5,26.56,642.43,30,800
,25.81,23.5,26.5,641.84,30,800
,25.81,23.5,26.5,641.77,30,800
,25.81,23.5,26.5,642.33,30,800
,25.81,23.5,26.5,642.05,30,800
,25.81,23.5,26.5,641.18,30,800
,25.81,23.5,26.5,642.64,30,800
,25.88,23.5,26.5,641.88,30,800
,25.81,23.5,26.5,640.39,30,800
,25.81,23.5,26.5,641.32,30,800
,25.75,23.5,26.44,641.56,30,800
,25.81,23.5,26.44,641.18,30,800
,25.81,23.5,26.44,639.76,30,800
,25.81,23.5,26.44,641.01,30,800
,25.81,23.5,26.44,639.45,30,800
,25.81,23.5,26.44,640.18,30,800
,25.75,23.5,26.44,640.52,30,800
,25.81,23.5,26.44,640.7,30,800
,25.81,23.5,26.44,640.39,30,800
,25.81,23.5,26.44,640.21,30,800
,25.81,23.5,26.44,640.28,30,800
,25.81,23.5,26.37,640.01,30,800
,25.81,23.5,26.37,639.62,30,800
,25.81,23.5,26.37,640.77,30,800
,25.81,23.5,26.37,639.62,30,800
,25.81,23.5,26.37,638.93,30,800
,25.75,23.5,26.37,640.14,30,800
,25.81,23.5,26.37,639.97,30,800
,25.81,23.5,26.37,639.73,30,800
,25.81,23.5,26.37,638.03,30,800
,25.75,23.5,26.37,639.42,30,800
,25.81,23.5,26.31,638.58,30,800
,25.75,23.5,26.31,639.07,30,800
,25.81,23.5,26.37,637.96,30,800
,25.81,23.5,26.37,639.49,30,800
,25.81,23.5,26.31,638.86,30,800
,25.75,23.5,26.31,639.1,30,800
,25.75,23.5,26.31,638.86,30,800
,25.75,23.5,26.31,638.07,30,800
,25.75,23.5,26.31,638.9,30,800
,25.69,23.5,26.31,638.13,30,800
,25.81,23.5,26.31,639,30,800
,25.75,23.5,26.25,637.44,30,800
,25.75,23.5,26.25,637.89,30,800
,25.75,23.5,26.25,638.1,30,800
,25.81,23.5,26.25,638.03,30,800
,25.75,23.5,26.25,637.93,30,800
,25.75,23.5,26.25,637.55,30,800
,25.69,23.5,26.25,638,30,800
,25.75,23.5,26.25,637.34,30,800
,25.69,23.5,26.19,637.82,30,800
,25.75,23.5,26.25,638.1,30,800
,25.69,23.5,26.25,637.37,30,800
,25.75,23.5,26.25,637.27,30,800
,25.75,23.5,26.19,637.89,30,800
,25.75,23.5,26.19,637.06,30,800
,25.75,23.5,26.19,637.23,30,800
,25.69,23.25,26.19,638.2,30,800
,25.69,23.5,26.19,637.3,30,800
,25.69,23.5,26.19,637.72,30,800
,25.75,23.25,26.19,637.23,30,800
,25.69,23.5,26.12,637.44,30,800
,25.69,23.5,26.12,636.3,30,800
,25.69,23.5,26.12,637.2,30,800
,25.69,23.5,26.12,635.43,30,800
,25.69,23.5,26.12,636.16,30,800
,25.62,23.25,26.12,636.06,30,800
,25.69,23.5,26.12,637.16,30,800
,25.62,23.5,26.12,636.64,30,800
,25.69,23.5,26.12,636.85,30,800
,25.69,23.25,26.12,637.09,30,800
,25.69,23.25,26.12,636.37,30,800
,25.69,23.5,26.12,636.4,30,800
,25.69,23.25,26.12,636.99,30,800
,25.69,23.25,26.12,636.68,30,800
,25.69,23.25,26.12,636.68,30,800
,25.69,23.25,26.06,636.75,30,800
,25.69,23.5,26.12,637.09,30,800
,25.62,23.25,26.12,635.99,30,800
,25.62,23.25,26.06,636.85,30,800
,25.69,23.5,26.06,636.75,30,800
,25.62,23.25,26.06,635.78,30,800
,25.62,23.25,26.06,636.78,30,800
,25.62,23.25,26.06,634.25,30,800
,25.62,23.25,26.06,636.96,30,800
,25.62,23.25,26.06,635.19,30,800
,26.12,23.25,26.06,636.19,30,800
,26.62,23.25,26.06,636.23,30,800
,26.87,23.25,26.06,636.58,30,800
,27.13,23.25,26.12,636.61,30,800
,27.25,23.25,26.12,636.4,30,800
,27.31,23.25,26.12,636.44,30,800
,27.44,23.25,26.12,637.37,30,800
,27.44,23.5,26.12,636.85,30,800
,27.37,23.25,26.12,636.3,30,800
,27.44,23.25,26.12,637.55,30,800
,27.44,23.25,26.19,637.51,30,800
,27.44,23.25,26.19,637.55,30,800
,27.44,23.25,26.19,637.68,30,800
,27.44,23.5,26.19,638.1,30,800
,27.44,23.5,26.19,638.03,30,800
,27.44,23.5,26.19,637.65,30,800
,27.44,23.5,26.25,638.1,30,800
,27.44,23.5,26.25,638.31,30,800
,27.44,23.5,26.25,638,30,800
,27.44,23.5,26.25,638.45,30,800
,27.44,23.5,26.25,638.79,30,800
,27.44,23.5,26.31,638.83,30,800
,27.44,23.5,26.25,638.27,30,800
,27.44,23.5,26.31,638.45,30,800
,27.44,23.5,26.31,639.83,30,800
,27.44,23.5,26.31,639.07,30,800
,27.44,23.5,26.31,639.76,30,800
,27.44,23.5,26.31,639.21,30,800
,27.44,23.5,26.31,639.73,30,800
,27.44,23.5,26.37,639.14,30,800
,27.5,23.5,26.37,639.76,30,800
,27.44,23.75,26.37,639.8,30,800
,27.44,23.75,26.37,640.46,30,800
,27.44,23.5,26.37,639.38,30,800
,27.44,23.5,26.37,637.2,30,800
,27.44,23.75,26.37,638.48,30,800
,27.44,23.5,26.44,641.04,30,800
,27.44,23.75,26.44,638.13,30,800
,27.44,23.75,26.44,640.59,30,800
,27.44,23.75,26.44,640.84,30,800
,27.5,23.75,26.44,639.07,30,800
,27.5,23.5,26.44,640.39,30,800
,27.5,23.5,26.44,642.01,30,800
,27.5,23.75,26.5,641.46,30,800
,27.56,23.75,26.5,640.39,30,800
,27.44,23.75,26.5,643.12,30,800
,27.5,23.75,26.56,641.25,30,800
,27.5,23.75,26.5,641.46,30,800
,27.5,23.75,26.5,640.21,30,800
,27.5,23.75,26.5,640.84,30,800
,27.5,23.75,26.5,641.77,30,800
,27.5,23.75,26.56,642.6,30,800
,27.5,23.75,26.62,641.04,30,800
,27.5,23.75,26.56,642.85,30,800
,27.5,23.75,26.56,642.5,30,800
,27.5,23.75,26.56,641.04,30,800
,27.5,23.75,26.62,643.75,30,800
,27.56,23.75,26.62,643.47,30,800
,27.56,23.75,26.62,641.08,30,800
,27.5,23.75,26.62,642.43,30,800
,27.56,23.75,26.62,643.23,30,800
,27.56,23.75,26.62,644.37,30,800
,27.56,23.75,26.62,643.71,30,800
,27.56,23.75,26.69,643.89,30,800
,27.56,23.75,26.62,643.68,30,800
,27.56,23.75,26.62,643.68,30,800
,27.56,23.75,26.69,643.95,30,800
,27.56,23.75,26.69,643.16,30,800
,27.56,23.75,26.69,644.54,30,800
,27.56,23.75,26.69,643.82,30,800
,27.56,23.5,26.69,643.99,30,800
,27.62,23.75,26.75,643.26,30,800
,27.56,23.75,26.69,645.03,30,800
,27.62,23.75,26.75,644.13,30,800
,27.62,23.75,26.75,644.86,30,800
,27.56,23.75,26.75,645.62,30,800
,27.62,23.75,26.75,645.31,30,800
,27.62,23.75,26.75,645.55,30,800
,27.37,23.75,26.75,646.24,30,800
,26.87,23.5,26.75,645.17,30,800
,26.5,23.5,26.75,645.17,30,800
,26.25,23.5,26.75,645.13,30,800
,26.12,23.5,26.75,645.27,30,800
,26.06,23.5,26.69,643.82,30,800
,26,23.5,26.69,643.92,30,800
,26,23.5,26.69,644.16,30,800
,25.94,23.5,26.69,644.99,30,800
,25.94,23.5,26.69,644.47,30,800
,25.88,23.5,26.69,642.71,30,800
,25.94,23.5,26.69,644.3,30,800
,25.88,23.5,26.62,642.78,30,800
,25.88,23.5,26.62,643.57,30,800
,25.94,23.5,26.62,644.09,30,800
,25.88,23.5,26.62,644.06,30,800
,25.88,23.5,26.62,643.09,30,800
,25.88,23.5,26.62,643.71,30,800
,25.88,23.5,26.56,643.71,30,800
,25.81,23.5,26.62,643.99,30,800
,25.88,23.5,26.62,642.64,30,800
,25.88,23.5,26.56,642.74,30,800
,25.88,23.5,26.56,642.88,30,800
,25.88,23.5,26.56,642.81,30,800
,25.81,23.5,26.56,642.33,30,800
,25.88,23.5,26.56,643.12,30,800
,25.81,23.5,26.5,642.85,30,800
,25.81,23.5,26.56,642.22,30,800
,25.81,23.5,26.56,642.71,30,800
,25.81,23.5,26.5,642.74,30,800
,25.81,23.5,26.5,642.36,30,800
,25.81,23.5,26.5,641.22,30,800
,25.81,23.5,26.5,642.4,30,800
,25.81,23.5,26.5,641.74,30,800
,25.81,23.5,26.5,642.01,30,800
,25.81,23.5,26.5,641.29,30,800
,25.75,23.5,26.44,642.05,30,800
,25.81,23.5,26.44,642.4,30,800
,25.81,23.5,26.44,641.81,30,800
,25.81,23.5,26.44,641.11,30,800
,25.75,23.5,26.44,641.88,30,800
,25.81,23.5,26.44,641.04,30,800
,25.75,23.5,26.44,641.32,30,800
,25.81,23.5,26.37,641.95,30,800
,25.81,23.5,26.37,641.01,30,800
,25.75,23.5,26.44,641.01,30,800
,25.81,23.5,26.37,640.8,30,800
,25.81,23.5,26.37,641.04,30,800
,25.75,23.5,26.37,640.14,30,800
,25.75,23.5,26.37,640.25,30,800
,25.75,23.5,26.37,638.03,30,800
,25.81,23.5,26.37,640.46,30,800
,25.81,23.5,26.37,640.63,30,800
,25.81,23.5,26.37,639.83,30,800
,25.75,23.5,26.37,639.35,30,800
,25.75,23.5,26.31,639.9,30,800
,25.75,23.5,26.31,639.31,30,800
,25.75,23.5,26.31,639.59,30,800
,25.81,23.5,26.37,639.35,30,800
,25.75,23.5,26.31,639.55,30,800
,25.75,23.5,26.37,639.55,30,800
,25.75,23.5,26.31,638.86,30,800
,25.75,23.5,26.31,638.79,30,800
,25.75,23.5,26.31,640.28,30,800
,25.75,23.5,26.25,638.62,30,800
,25.75,23.5,26.25,639.42,30,800
,25.75,23.5,26.31,638.24,30,800
,25.69,23.5,26.31,639.31,30,800
,25.75,23.5,26.25,638.65,30,800
,25.75,23.5,26.25,638.52,30,800
,25.75,23.5,26.31,639.42,30,800
,25.75,23.5,26.25,639,30,800
,25.75,23.5,26.25,639.83,30,800
,25.75,23.5,26.25,638.58,30,800
,25.75,23.5,26.25,639.14,30,800
,25.69,23.5,26.25,638.38,30,800
,25.69,23.5,26.19,638.69,30,800
,25.69,23.5,26.25,638.72,30,800
,25.75,23.5,26.19,638.34,30,800
,25.75,23.5,26.25,638.41,30,800
,25.69,23.5,26.19,638.24,30,800
,25.69,23.25,26.19,637.82,30,800
,25.75,23.5,26.19,637.79,30,800
,25.69,23.5,26.19,637.96,30,800
,25.69,23.5,26.19,637.82,30,800
,25.69,23.25,26.19,637.89,30,800
,25.69,23.5,26.19,637.72,30,800
,25.69,23.25,26.19,638,30,800
,25.69,23.25,26.19,637.16,30,800
,25.69,23.5,26.19,637.68,30,800
,25.69,23.25,26.12,637.55,30,800
,25.62,23.5,26.12,637.61,30,800
,25.69,23.25,26.12,636.33,30,800
,25.62,23.25,26.12,637.61,30,800
,25.69,23.25,26.12,636.71,30,800
,25.62,23.25,26.12,636.85,30,800
,25.69,23.25,26.12,637.09,30,800
,25.69,23.5,26.12,636.85,30,800
,25.62,23.25,26.12,637.51,30,800
,25.69,23.25,26.12,637.41,30,800
,25.62,23.5,26.06,636.44,30,800
,25.69,23.25,26.06,637.03,30,800
,25.62,23.25,26.06,636.92,30,800
,25.62,23.25,26.06,635.15,30,800
,26.12,23.25,26.06,637.06,30,800
,26.62,23.25,26.06,637.27,30,800
,26.94,23.25,26.12,637.55,30,800
,27.13,23.25,26.12,637.37,30,800
,27.25,23.25,26.12,636.19,30,800
,27.25,23.25,26.12,636.75,30,800
,27.31,23.25,26.12,638,30,800
,27.37,23.25,26.12,636.99,30,800
,27.37,23.25,26.19,638.55,30,800
,27.44,23.25,26.19,638.1,30,800
,27.44,23.25,26.19,638.27,30,800
,27.44,23.25,26.19,638.48,30,800
,27.44,23.5,26.25,638.07,30,800
,27.44,23.5,26.25,637.89,30,800
,27.44,23.5,26.25,639.1,30,800
,27.44,23.5,26.25,637.93,30,800
,27.44,23.5,26.25,638.38,30,800
,27.44,23.5,26.25,639.49,30,800
,27.44,23.5,26.25,640.01,30,800
,27.5,23.5,26.25,638.62,30,800
,27.5,23.5,26.25,639.21,30,800
,27.44,23.5,26.31,639.94,30,800
,27.44,23.5,26.31,639.49,30,800
,27.44,23.5,26.31,639.8,30,800
,27.44,23.5,26.37,637.93,30,800
,27.44,23.5,26.37,640.42,30,800
,27.44,23.5,26.37,639.66,30,800
,27.5,23.5,26.37,641.25,30,800
,27.44,23.5,26.37,640.84,30,800
,27.44,23.5,26.37,641.49,30,800
,27.44,23.5,26.37,641.08,30,800
,27.5,23.5,26.44,640.7,30,800
,27.44,23.5,26.44,640.42,30,800
,27.5,23.5,26.44,641.29,30,800
,27.44,23.5,26.44,642.26,30,800
,27.44,23.5,26.44,640.87,30,800
,27.44,23.75,26.44,640.73,30,800
,27.5,23.5,26.44,642.22,30,800
,27.5,23.5,26.44,641.81,30,800
,27.5,23.5,26.5,641.74,30,800
,27.5,23.5,26.44,642.29,30,800
,27.5,23.75,26.5,641.98,30,800
,27.5,23.75,26.5,641.53,30,800
,27.5,23.75,26.5,641.81,30,800
,27.44,23.75,26.5,642.64,30,800
,27.5,23.75,26.5,641.77,30,800
,27.5,23.75,26.5,643.54,30,800
,27.5,23.75,26.5,643.26,30,800
,27.5,23.75,26.5,642.78,30,800
,27.5,23.75,26.56,643.16,30,800
,27.5,23.75,26.56,643.02,30,800
,27.56,23.75,26.56,642.85,30,800
,27.5,23.75,26.56,643.57,30,800
,27.5,23.5,26.56,643.3,30,800
,27.56,23.75,26.62,642.95,30,800
,27.56,23.75,26.62,643.61,30,800
,27.56,23.5,26.62,643.5,30,800
,27.62,23.75,26.62,644.2,30,800
,27.56,23.75,26.62,641.81,30,800
,27.5,23.75,26.62,644.47,30,800
,27.56,23.75,26.62,644.82,30,800
,27.56,23.75,26.62,645.27,30,800
,27.62,23.75,26.62,644.27,30,800
,27.56,23.5,26.69,644.79,30,800
,27.62,23.75,26.69,645.17,30,800
,27.56,23.75,26.69,644.86,30,800
,27.56,23.75,26.69,644.92,30,800
,27.56,23.75,26.69,644.65,30,800
,27.62,23.5,26.69,646.76,30,800
,27.62,23.75,26.69,646.17,30,800
,27.62,23.75,26.69,645.72,30,800
,27.62,23.5,26.75,645.86,30,800
,27.31,23.75,26.75,645.17,30,800
,26.81,23.5,26.69,645.27,30,800
,26.5,23.5,26.69,645.2,30,800
,26.25,23.5,26.69,644.72,30,800
,26.12,23.5,26.69,644.75,30,800
,26.06,23.5,26.69,644.72,30,800
,26,23.5,26.69,644.65,30,800
,25.94,23.5,26.62,643.19,30,800
,25.88,23.5,26.62,644.16,30,800
,25.88,23.5,26.62,644.2,30,800
,25.88,23.5,26.62,644.75,30,800
,25.88,23.5,26.62,642.85,30,800
,25.88,23.5,26.56,644.09,30,800
,25.88,23.5,26.62,643.78,30,800
,25.88,23.5,26.56,643.61,30,800
,25.81,23.5,26.56,644.2,30,800
,25.88,23.5,26.56,643.61,30,800
,25.88,23.5,26.56,643.92,30,800
,25.81,23.5,26.56,643.89,30,800
,25.81,23.5,26.56,643.75,30,800
,25.75,23.5,26.56,643.43,30,800
,25.81,23.5,26.5,643.3,30,800
,25.81,23.5,26.5,642.74,30,800
,25.81,23.5,26.56,643.12,30,800
,25.81,23.5,26.5,642.95,30,800
,25.81,23.5,26.5,642.19,30,800
,25.81,23.5,26.5,642.74,30,800
,25.81,23.5,26.44,642.67,30,800
,25.75,23.5,26.5,641.22,30,800
,25.75,23.5,26.5,642.36,30,800
,25.75,23.5,26.44,641.46,30,800
,25.75,23.5,26.5,642.33,30,800
,25.75,23.5,26.44,642.08,30,800
,25.75,23.5,26.5,642.85,30,800
,25.75,23.5,26.44,641.7,30,800
,25.75,23.5,26.44,642.43,30,800
,25.81,23.5,26.44,642.19,30,800
,25.75,23.5,26.37,641.95,30,800
,25.81,23.5,26.44,642.01,30,800
,25.75,23.5,26.37,641.84,30,800
,25.75,23.5,26.37,641.18,30,800
,25.75,23.5,26.37,641.74,30,800
,25.75,23.5,26.37,641.43,30,800
,25.75,23.5,26.37,640.87,30,800
,25.75,23.5,26.37,641.36,30,800
,25.75,23.5,26.37,640.94,30,800
,25.75,23.5,26.37,641.63,30,800
,25.75,23.5,26.37,640.07,30,800
,25.75,23.5,26.31,640.87,30,800
,25.81,23.5,26.37,639.83,30,800
,25.75,23.5,26.31,641.22,30,800
,25.75,23.5,26.37,638.79,30,800
,25.75,23.5,26.31,640.39,30,800
,25.75,23.5,26.31,640.21,30,800
,25.75,23.5,26.31,640.8,30,800
,25.75,23.5,26.31,640.01,30,800
,25.75,23.5,26.31,640.42,30,800
,25.75,23.5,26.31,639.59,30,800
,25.75,23.5,26.31,640.32,30,800
,25.75,23.5,26.25,640.73,30,800
,25.75,23.5,26.31,638.62,30,800
